Id,Level,Word,Type,Turkish,English Meaning,English Example
3025,A1-A2,lock ,n, kilit,lock: a countable or uncountable noun depending on context.,His explanation clarified what the lock actually involves in practice.
3026,A1-A2,lock ,v, kilitlemek,to lock: to perform the action of 'lock'.,We were advised to lock carefully so we wouldn’t overlook any detail.
3027,A1-A2,look ,n, bakış; görünüş,look: a countable or uncountable noun depending on context.,"Due to the look, the team had to revise the timeline, which affected several groups."
3028,A1-A2,lorry ,n, kamyon,lorry: a countable or uncountable noun depending on context.,His explanation clarified what the lorry actually involves in practice.
3029,A1-A2,lost ,adj," kayıp, kaybolmuş; ne yapacağını bilmeyen",describing someone or something as 'lost'.,"Although the plan looked lost at first, it turned out to be highly effective."
3030,A1-A2,loud ,adj," yüksek sesli, gürültülü",describing someone or something as 'loud'.,The summary is sufficiently loud for a board-level discussion.
3031,A1-A2,loud ,adv," yüksek sesle, gürültüyle",in a manner related to 'loud'.,"She handled the situation loud, even though the deadline was tight."
3032,A1-A2,loudly ,adv, gürültüyle,in a 'loud' manner; to a 'loud' degree.,"They communicated loudly, which prevented a serious misunderstanding."
3033,A1-A2,lovely ,adj," hoş, güzel, çekici, sevecen",somewhat like 'lovel'; having that quality.,"Her approach is far more lovely than the previous one, which saves considerable time."
3034,A1-A2,low ,adj," düşük, alçak, az",describing someone or something as 'low'.,"Her approach is far more low than the previous one, which saves considerable time."
3035,A1-A2,low ,adv," düşük, alçak, aşağıda, aşağıya",in a manner related to 'low'.,The system now runs low after the latest patch.
3036,A1-A2,luck ,n," şans, talih",luck: a countable or uncountable noun depending on context.,"The luck played a crucial role in the outcome, though few noticed it at first."
3037,A1-A2,lucky ,adj," şanslı, talihli",somewhat like 'luck'; having that quality.,"Although the plan looked lucky at first, it turned out to be highly effective."
3038,B1-B2,label ,n, etiket,label: a countable or uncountable noun depending on context.,"Due to the label, the team had to revise the timeline, which affected several groups."
3039,B1-B2,label ,v," etiketlemek, etiket yapıştırmak",to label: to perform the action of 'label'.,"If you label consistently, you’ll see measurable progress within a few weeks."
3040,B1-B2,laboratory ,n, laboratuvar,laboratory: a countable or uncountable noun depending on context.,"The laboratory played a crucial role in the outcome, though few noticed it at first."
3041,B1-B2,lack ,n," eksiklik, noksan, yokluk",lack: a countable or uncountable noun depending on context.,"Due to the lack, the team had to revise the timeline, which affected several groups."
3042,B1-B2,lack ,v, yoksun olmak,to lack: to perform the action of 'lack'.,"She has been trying to lack the report, but unexpected issues kept coming up."
3043,B1-B2,latest ,adj," en son, en yeni, en geç",describing someone or something as 'latest'.,"To remain latest under pressure, you need clear priorities and regular breaks."
3044,B1-B2,lay ,v," koymak, yerleştirmek, sermek",to lay: to perform the action of 'lay'.,We were advised to lay carefully so we wouldn’t overlook any detail.
3045,B1-B2,layer ,n," tabaka, katman",a person or thing that 'lay'‑s.,"Due to the layer, the team had to revise the timeline, which affected several groups."
3046,B1-B2,lead ,n, önderlik; kurşun,lead: a countable or uncountable noun depending on context.,"Due to the lead, the team had to revise the timeline, which affected several groups."
3047,B1-B2,leading ,adj," önde gelen, önemli",describing someone or something as 'leading'.,"Her approach is far more leading than the previous one, which saves considerable time."
3048,B1-B2,leaf ,n," yaprak, sayfa",leaf: a countable or uncountable noun depending on context.,"The leaf played a crucial role in the outcome, though few noticed it at first."
3049,B1-B2,leather ,n, deri,a person or thing that 'leath'‑s.,His explanation clarified what the leather actually involves in practice.
3050,B1-B2,legal ,adj," yasal, hukuk, kanuni",related to or characteristic of 'leg'.,"Her approach is far more legal than the previous one, which saves considerable time."
3051,B1-B2,leisure ,n," boş vakit, uygun zaman",leisure: a countable or uncountable noun depending on context.,"Without adequate leisure, the entire plan could have fallen apart."
3052,B1-B2,length ,n," uzunluk, boy, süre",length: a countable or uncountable noun depending on context.,"Without adequate length, the entire plan could have fallen apart."
3053,B1-B2,level ,adj," dengeli, düz, yatay, seviyeli",describing someone or something as 'level'.,"Her approach is far more level than the previous one, which saves considerable time."
3054,B1-B2,lie ,n," yalan, aslı astarı olmayan söz / yazı",lie: a countable or uncountable noun depending on context.,His explanation clarified what the lie actually involves in practice.
3055,B1-B2,lie 2 ,v," yalan söylemek, kandırmak",to lie 2: to perform the action of 'lie 2'.,"Rather than lie 2 immediately, they compared the alternatives thoroughly."
3056,B1-B2,like ,n," benzeri, benzerini, böyle / öyle bir şey",like: a countable or uncountable noun depending on context.,"Without adequate like, the entire plan could have fallen apart."
3057,B1-B2,limit ,n, sınır (ust),limit: a countable or uncountable noun depending on context.,"Due to the limit, the team had to revise the timeline, which affected several groups."
3058,B1-B2,limit ,v," kısıtlamak, sınırlandırmak",to limit: to perform the action of 'limit'.,We were advised to limit carefully so we wouldn’t overlook any detail.
3059,B1-B2,lip ,n, dudak,lip: a countable or uncountable noun depending on context.,"The lip played a crucial role in the outcome, though few noticed it at first."
3060,B1-B2,liquid ,adj," sıvı, akıcı",describing someone or something as 'liquid'.,"Although the plan looked liquid at first, it turned out to be highly effective."
3061,B1-B2,liquid ,n," sıvı, akıcı",liquid: a countable or uncountable noun depending on context.,"The liquid played a crucial role in the outcome, though few noticed it at first."
3062,B1-B2,literature ,n," yazın, edebiyat, literatür",literature: a countable or uncountable noun depending on context.,"The literature played a crucial role in the outcome, though few noticed it at first."
3063,B1-B2,live ,adj," canlı, yaşayan",having a tendency or function to 'l'.,The summary is sufficiently live for a board-level discussion.
3064,B1-B2,live ,adv," naklen, canlı",in a manner related to 'live'.,"They communicated live, which prevented a serious misunderstanding."
3065,B1-B2,living ,adj," canlı, yaşayan",describing someone or something as 'living'.,"Although the plan looked living at first, it turned out to be highly effective."
3066,B1-B2,living ,n," kazanç, geçim, yaşam",the activity or process of 'liv'‑ing.,"Due to the living, the team had to revise the timeline, which affected several groups."
3067,B1-B2,local ,n, yerli,local: a countable or uncountable noun depending on context.,"Without adequate local, the entire plan could have fallen apart."
3068,B1-B2,locate ,v," yerini belirlemek, yerleşmek, oturmak",to locate: to perform the action of 'locate'.,"Rather than locate immediately, they compared the alternatives thoroughly."
3069,B1-B2,located ,adj," bulunan, saptanan, konumlanmış",describing someone or something as 'located'.,The summary is sufficiently located for a board-level discussion.
3070,B1-B2,location ,n," yer, konum",the act or process of 'loc'‑ing; or the result of it.,"Due to the location, the team had to revise the timeline, which affected several groups."
3071,B1-B2,lonely ,adj," yalnız, ıssız, yapayalnız",somewhat like 'lonel'; having that quality.,"Although the plan looked lonely at first, it turned out to be highly effective."
3072,B1-B2,loss ,n," kayıp, kaybetme, zarar",loss: a countable or uncountable noun depending on context.,His explanation clarified what the loss actually involves in practice.
3073,B1-B2,luxury ,adj, lüks yaşayan,somewhat like 'luxur'; having that quality.,"Although the plan looked luxury at first, it turned out to be highly effective."
3074,B1-B2,luxury ,n," lüks, konfor",luxury: a countable or uncountable noun depending on context.,His explanation clarified what the luxury actually involves in practice.
3075,B1-B2,labor,n," çalışma, iş, emek, hizmet, işgücü",a person or thing that 'lab'‑s.,"Without adequate labor, the entire plan could have fallen apart."
3076,B1-B2,ladder ,n, merdiven,a person or thing that 'ladd'‑s.,"Due to the ladder, the team had to revise the timeline, which affected several groups."
3077,B1-B2,landing ,n," iniş, karaya çıkma",the activity or process of 'land'‑ing.,"Due to the landing, the team had to revise the timeline, which affected several groups."
3078,B1-B2,landscape ,n, manzara,landscape: a countable or uncountable noun depending on context.,His explanation clarified what the landscape actually involves in practice.
3079,B1-B2,lane ,n," patika, keçi yolu, dar yol, serit (line)",lane: a countable or uncountable noun depending on context.,"Due to the lane, the team had to revise the timeline, which affected several groups."
